dataset,selector,objective,solution_type,acc_mean,acc_std,rec_mean,rec_std,prec_mean,prec_std,f1_mean,f1_std,ddp_mean,ddp_std,deo_mean,deo_std
dutch,topsis,deo,post,0.7541732716864817,0.07380554658048356,0.7531193719695221,0.17091369759622171,0.7859127918250521,0.12754985461963067,0.7413098562411485,0.07399556555715697,0.14686952441521375,0.047163745774253,0.032001315496381376,0.029309519123460494
dutch,topsis,deo_kl,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,topsis,deo_kl,post,0.7736074416556583,0.03532467584970687,0.7033364119141077,0.16627315917717586,0.8266873074989993,0.09086475744692188,0.7381608508992289,0.07996154832404372,0.16244584134764534,0.024104557518569627,0.030677769425119704,0.028077519443486763
dutch,zenith,ddp,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,zenith,ddp,post,0.808181417877587,0.0014737697213988773,0.7151835603786655,0.011938219158345665,0.8590497188920742,0.007209734482715939,0.7804270373541399,0.004192588274769006,0.1544060134485326,0.0031913260139954202,0.08126223901677454,0.001272504496765872
dutch,zenith,ddp + deo,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,zenith,ddp + deo,post,0.786278071334214,0.06697629695453747,0.7387924266912953,0.08401236069042768,0.8289513802337523,0.09859478608703162,0.7710201791599276,0.02596784809784886,0.14281031286839982,0.03518193491657654,0.07315709083007085,0.02415599042608061
dutch,zenith,ddp_kl,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,zenith,ddp_kl,post,0.8079601497137825,0.0016265657565552533,0.7147979681366889,0.013308786447107434,0.8589454239962242,0.008039400726060008,0.7801262709998695,0.004645538293622826,0.15475180515914871,0.0038474549623903048,0.08063182082538858,0.0018160895830434064
dutch,zenith,ddp_kl + deo_kl,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,zenith,ddp_kl + deo_kl,post,0.808125275209159,0.0015892789726591383,0.7158854767951974,0.01317844604257597,0.858363983471327,0.008019652191292944,0.7805354990141559,0.004581982810075042,0.15502404487497673,0.0037790483791687417,0.08062252428670512,0.0018283007893924621
dutch,zenith,deo,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,zenith,deo,post,0.8079359313077938,0.0015789070965076888,0.71377510967444,0.012573064844719543,0.8597517870180779,0.0075326422571881275,0.7798645321655238,0.004437592187485342,0.15418901431718063,0.0033820502438995964,0.0810748335773527,0.0013530430566363817
dutch,zenith,deo_kl,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,zenith,deo_kl,post,0.808103258476442,0.0015909475925381222,0.7154837220041561,0.01263756411178854,0.8586403859747824,0.007556783108540037,0.7804236644148306,0.004456369158810329,0.15477337206055716,0.003477138960579124,0.08084578773638466,0.001605381410782379
heart_failure,topsis,ddp,baseline,0.8163265306122449,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727273,0.0,0.002136752136752129,0.0,0.1071428571428571,0.0
heart_failure,topsis,ddp,post,0.7836734693877551,0.11962368931674225,0.7166666666666667,0.26728728949709835,0.6719588272927743,0.25823419476628856,0.6787226077670199,0.24259537698437467,0.050427350427350415,0.034658537049592396,0.05357142857142856,0.058512715850651806
heart_failure,topsis,ddp + deo,baseline,0.8163265306122449,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727273,0.0,0.002136752136752129,0.0,0.1071428571428571,0.0
heart_failure,topsis,ddp + deo,post,0.6959183673469388,0.16670648449882872,0.7583333333333333,0.3017573609264476,0.6337689032412614,0.2435091367131387,0.6260700191336814,0.21262721355875958,0.04423076923076923,0.0391617915350793,0.06607142857142856,0.07261699327387142
heart_failure,topsis,ddp_kl,baseline,0.8163265306122449,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727273,0.0,0.002136752136752129,0.0,0.1071428571428571,0.0
